,group_name,group_size,mean_regend_Base,std_regend_Base,mean_regend_Anh,std_regend_Anh,mean_hindsight,std_hindsight
0,circle,49857,22.779767265162945,0.3242389055037232,0.9149940462465047,0.06920414539485792,32.45737875744327,0.0006991820461534515
1,square,30044,17.85576835004875,0.14177596310836524,0.521723116135923,0.07785104374437797,36.91610869053316,0.0015558007824116695
2,triangle,20099,29.51097683871476,0.221832104925922,0.8724912798138172,0.05059282757594842,9.418458341985138,0.00037192091807904267
3,green,59985,8.646645870816025,0.20484032908600525,-23.24940406084144,0.23759742314095786,65.38455206130187,0.001882150523310948
4,red,40015,12.484366949126805,0.2216367498221358,-23.45688713094595,0.28954645358121694,62.42289336264348,0.0007458702164555733
5,always_on,100000,0.8599773715694312,0.0758764336695175,-66.97732664016027,0.12581162009253677,148.07848087231878,0.002149858286841656
