,group_name,group_size,mean_regend_Base,std_regend_Base,mean_regend_Anh,std_regend_Anh,mean_hindsight,std_hindsight
0,circle,49857,21.621766976017067,0.27540091953224577,0.8068676199829525,0.09661986665959287,63.48829050321025,0.0004515448706322199
1,square,30044,64.21069316490318,0.3104339549714555,0.9424494301509357,0.04713760208448968,15.167968000154223,0.000527847482857585
2,triangle,20099,12.467177805941011,0.13471080507685934,0.5673715024763745,0.06520061257729697,26.374095882248827,0.0009349597136106218
3,green,59985,14.5493666437977,0.1905713649351274,-43.103919050806994,0.22530354171360645,97.41975424285887,0.0023865761888367592
4,red,40015,21.63801862680186,0.20318535688303618,-16.691645072844874,0.22953216085832046,69.7228528190165,0.0014511687277977334
5,always_on,100000,1.038659286998731,0.05603388187731171,-94.94429010725422,0.08447961898359299,202.29133304547693,0.002024517915903665
